"Species_each_file","Species","Group_J","Group","Insecticide","Herbicide","Treatment","Tank","Year","Week","Abundance"
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,14,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,16,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,18,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,20,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,-1,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,1,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,2,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,4,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,6,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,8,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,10,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,12,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,14,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,16,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,18,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,20,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,-1,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,1,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,2,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,4,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,6,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,8,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,10,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,12,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,14,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,16,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,18,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,20,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,-1,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,1,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,2,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,4,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,6,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,8,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,10,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,12,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,14,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,16,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,18,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2017,20,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,-1,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,1,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,2,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,4,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,6,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,8,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,10,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,12,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,14,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,16,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,18,0
"Didimium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2017,20,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,-1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,2,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,4,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,6,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,8,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,10,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,12,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,14,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,16,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,18,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2018,20,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,-1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,2,36
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,4,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,6,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,8,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,10,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,12,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,14,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,16,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,18,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2018,20,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,-1,3
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,2,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,4,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,6,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,8,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,10,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,12,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,14,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,16,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,18,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2018,20,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,-1,17
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,2,82
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,4,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,6,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,8,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,10,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,12,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,14,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,16,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,18,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2018,20,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,-1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,2,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,4,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,6,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,8,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,10,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,12,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,14,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,16,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,18,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2018,20,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,-1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,2,928
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,4,56
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,6,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,8,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,10,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,12,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,14,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,16,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,18,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2018,20,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,-1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,2,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,4,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,6,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,8,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,10,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,12,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,14,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,16,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,18,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent1",2018,20,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,-1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,1,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,2,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,4,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,6,13
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,8,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,10,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,12,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,14,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,16,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,18,0
"Didinium_sp.","Didinium_sp.","繊毛虫","Ciliate","0","1","Pent","Pent2",2018,20,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,-1,188
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,1,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,2,4
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,4,5
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,6,77
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,8,60
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,10,17
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,12,42
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,14,55
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,16,53
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,18,54
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont1",2017,20,18
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,-1,6
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,1,322
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,2,32
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,4,2
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,6,20
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,8,10
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,10,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,12,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,14,6
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,16,7
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,18,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","0","0","Cont","Cont2",2017,20,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,-1,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,1,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,2,30
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,4,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,6,6
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,8,13
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,10,24
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,12,20
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,14,7
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,16,6
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,18,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro1",2017,20,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,-1,102
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,1,71
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,2,13
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,4,44
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,6,2
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,8,15
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,10,33
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,12,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,14,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,16,6
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,18,7
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","0","Fipro","Fipro2",2017,20,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,-1,43
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,1,703
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,2,47
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,4,17
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,6,13
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,8,3
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,10,2
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,12,25
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,14,47
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,16,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,18,8
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint1",2017,20,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,-1,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,1,11
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,2,5
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,4,3
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,6,17
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,8,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,10,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,12,0
"Difflugia_sp.","Difflugia_sp.","繊毛虫","Ciliate","1","1","Joint","Joint2",2017,14,5
