"Species","Year","Week","Tank","Abundance","Function","Habitat","Odonata.taxon","Treatment","Herbicide","Insecticide"
"Aciagrion_migratum",2018,"18","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"20","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"0","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"1","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"2","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"4","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"6","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"8","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"10","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"12","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"14","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"16","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"18","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"20","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2018,"0","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"1","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"2","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"4","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"6","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"8","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"10","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"12","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"14","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"16","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"18","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"20","Joint1",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"0","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"1","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"2","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"4","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"6","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"8","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"10","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"12","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"14","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"16","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"18","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2018,"20","Joint2",0,"Predator","Phytophilous","Zygoptera","Joint","1","1"
"Aciagrion_migratum",2019,"-1","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"1","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"2","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"4","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"6","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"8","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"10","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"12","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"14","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"16","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"18","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"20","Cont1",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"-1","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"1","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"2","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"4","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"6","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"8","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"10","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"12","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"14","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"16","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"18","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"20","Cont2",0,"Predator","Phytophilous","Zygoptera","Cont","0","0"
"Aciagrion_migratum",2019,"-1","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"1","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"2","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"4","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"6","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"8","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"10","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"12","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"14","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"16","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"18","Pent1",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"20","Pent1",1,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"-1","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"1","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"2","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"4","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"6","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"8","Pent2",1,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"10","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"12","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"14","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"16","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"18","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"20","Pent2",0,"Predator","Phytophilous","Zygoptera","Pent","1","0"
"Aciagrion_migratum",2019,"-1","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"1","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"2","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"4","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"6","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"8","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"10","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"12","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"14","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"16","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"18","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"20","Fipro1",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"-1","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"1","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"2","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"4","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"6","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"8","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
"Aciagrion_migratum",2019,"10","Fipro2",0,"Predator","Phytophilous","Zygoptera","Fipro","0","1"
