"","Species","Tank","SubPlot","Treatment","Herbicide","Insecticide","Year","Week","Cover"
"1000","Azola_sp","Cont2","4.1","Cont","0","0",2017,1,0
"1001","Azola_sp","Cont2","4.2","Cont","0","0",2017,1,0
"1002","Azola_sp","Cont2","4.3","Cont","0","0",2017,1,0
"1003","Azola_sp","Cont2","4.1","Cont","0","0",2017,2,0
"1004","Azola_sp","Cont2","4.2","Cont","0","0",2017,2,0
"1005","Azola_sp","Cont2","4.3","Cont","0","0",2017,2,0
"1006","Azola_sp","Cont2","4.1","Cont","0","0",2017,4,0
"1007","Azola_sp","Cont2","4.2","Cont","0","0",2017,4,0
"1008","Azola_sp","Cont2","4.3","Cont","0","0",2017,4,0
"1009","Azola_sp","Cont2","4.1","Cont","0","0",2017,6,0
"1010","Azola_sp","Cont2","4.2","Cont","0","0",2017,6,0
"1011","Azola_sp","Cont2","4.3","Cont","0","0",2017,6,0
"1012","Azola_sp","Cont2","4.1","Cont","0","0",2017,8,0
"1013","Azola_sp","Cont2","4.2","Cont","0","0",2017,8,0
"1014","Azola_sp","Cont2","4.3","Cont","0","0",2017,8,0
"1015","Azola_sp","Cont2","4.1","Cont","0","0",2017,10,0
"1016","Azola_sp","Cont2","4.2","Cont","0","0",2017,10,0
"1017","Azola_sp","Cont2","4.3","Cont","0","0",2017,10,0
"1018","Azola_sp","Cont2","4.1","Cont","0","0",2017,12,0
"1019","Azola_sp","Cont2","4.2","Cont","0","0",2017,12,0
"1020","Azola_sp","Cont2","4.3","Cont","0","0",2017,12,0
"1021","Azola_sp","Cont2","4.1","Cont","0","0",2017,14,0
"1022","Azola_sp","Cont2","4.2","Cont","0","0",2017,14,0
"1023","Azola_sp","Cont2","4.3","Cont","0","0",2017,14,0
"1024","Azola_sp","Cont2","4.1","Cont","0","0",2017,16,0
"1025","Azola_sp","Cont2","4.2","Cont","0","0",2017,16,2.777777778
"1026","Azola_sp","Cont2","4.3","Cont","0","0",2017,16,0
"1027","Azola_sp","Cont2","4.1","Cont","0","0",2017,18,2.777777778
"1028","Azola_sp","Cont2","4.2","Cont","0","0",2017,18,13.88888889
"1029","Azola_sp","Cont2","4.3","Cont","0","0",2017,18,0
"1030","Azola_sp","Cont2","4.1","Cont","0","0",2017,20,25
"1031","Azola_sp","Cont2","4.2","Cont","0","0",2017,20,19.44444444
"1032","Azola_sp","Cont2","4.3","Cont","0","0",2017,20,0
"1033","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,-1,0
"1034","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,-1,0
"1035","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,-1,0
"1036","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,1,0
"1037","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,1,2.777777778
"1038","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,1,0
"1039","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,2,0
"1040","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,2,5.555555556
"1041","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,2,0
"1042","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,4,0
"1043","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,4,19.44444444
"1044","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,4,0
"1045","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,6,27.77777778
"1046","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,6,83.33333333
"1047","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,6,0
"1048","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,8,47.22222222
"1049","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,8,77.77777778
"1050","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,8,11.11111111
"1051","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,10,83.33333333
"1052","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,10,50
"1053","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,10,25
"1054","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,12,97.22222222
"1055","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,12,38.88888889
"1056","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,12,41.66666667
"1057","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,14,91.66666667
"1058","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,14,33.33333333
"1059","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,14,33.33333333
"1060","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,16,83.33333333
"1061","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,16,41.66666667
"1062","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,16,69.44444444
"1063","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,18,97.22222222
"1064","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,18,69.44444444
"1065","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,18,55.55555556
"1066","Azola_sp","Fipro1","5.1","Fipro","0","1",2017,20,94.44444444
"1067","Azola_sp","Fipro1","5.2","Fipro","0","1",2017,20,66.66666667
"1068","Azola_sp","Fipro1","5.3","Fipro","0","1",2017,20,55.55555556
"1069","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,-1,8.333333333
"1070","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,-1,2.777777778
"1071","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,-1,2.777777778
"1072","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,1,16.66666667
"1073","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,1,0
"1074","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,1,2.777777778
"1075","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,2,36.11111111
"1076","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,2,0
"1077","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,2,16.66666667
"1078","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,4,36.11111111
"1079","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,4,0
"1080","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,4,83.33333333
"1081","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,6,83.33333333
"1082","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,6,0
"1083","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,6,100
"1084","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,8,86.11111111
"1085","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,8,2.777777778
"1086","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,8,88.88888889
"1087","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,10,91.66666667
"1088","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,10,11.11111111
"1089","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,10,97.22222222
"1090","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,12,100
"1091","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,12,25
"1092","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,12,66.66666667
"1093","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,14,97.22222222
"1094","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,14,83.33333333
"1095","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,14,83.33333333
"1096","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,16,83.33333333
"1097","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,16,91.66666667
"1098","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,16,97.22222222
"1099","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,18,83.33333333
"1100","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,18,97.22222222
"1101","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,18,83.33333333
"1102","Azola_sp","Fipro2","3.1","Fipro","0","1",2017,20,83.33333333
"1103","Azola_sp","Fipro2","3.2","Fipro","0","1",2017,20,97.22222222
"1104","Azola_sp","Fipro2","3.3","Fipro","0","1",2017,20,83.33333333
"1105","Azola_sp","Joint1","8.1","Joint","1","1",2017,-1,0
"1106","Azola_sp","Joint1","8.2","Joint","1","1",2017,-1,0
"1107","Azola_sp","Joint1","8.3","Joint","1","1",2017,-1,0
"1108","Azola_sp","Joint1","8.1","Joint","1","1",2017,1,0
"1109","Azola_sp","Joint1","8.2","Joint","1","1",2017,1,0
"1110","Azola_sp","Joint1","8.3","Joint","1","1",2017,1,0
"1111","Azola_sp","Joint1","8.1","Joint","1","1",2017,2,0
"1112","Azola_sp","Joint1","8.2","Joint","1","1",2017,2,0
"1113","Azola_sp","Joint1","8.3","Joint","1","1",2017,2,0
"1114","Azola_sp","Joint1","8.1","Joint","1","1",2017,4,0
"1115","Azola_sp","Joint1","8.2","Joint","1","1",2017,4,0
"1116","Azola_sp","Joint1","8.3","Joint","1","1",2017,4,0
"1117","Azola_sp","Joint1","8.1","Joint","1","1",2017,6,0
"1118","Azola_sp","Joint1","8.2","Joint","1","1",2017,6,0
"1119","Azola_sp","Joint1","8.3","Joint","1","1",2017,6,0
"1120","Azola_sp","Joint1","8.1","Joint","1","1",2017,8,0
"1121","Azola_sp","Joint1","8.2","Joint","1","1",2017,8,0
"1122","Azola_sp","Joint1","8.3","Joint","1","1",2017,8,0
"1123","Azola_sp","Joint1","8.1","Joint","1","1",2017,10,0
"1124","Azola_sp","Joint1","8.2","Joint","1","1",2017,10,0
"1125","Azola_sp","Joint1","8.3","Joint","1","1",2017,10,0
"1126","Azola_sp","Joint1","8.1","Joint","1","1",2017,12,44.44444444
"1127","Azola_sp","Joint1","8.2","Joint","1","1",2017,12,0
"1128","Azola_sp","Joint1","8.3","Joint","1","1",2017,12,0
"1129","Azola_sp","Joint1","8.1","Joint","1","1",2017,14,66.66666667
"1130","Azola_sp","Joint1","8.2","Joint","1","1",2017,14,0
"1131","Azola_sp","Joint1","8.3","Joint","1","1",2017,14,0
"1132","Azola_sp","Joint1","8.1","Joint","1","1",2017,16,63.88888889
"1133","Azola_sp","Joint1","8.2","Joint","1","1",2017,16,0
"1134","Azola_sp","Joint1","8.3","Joint","1","1",2017,16,0
"1135","Azola_sp","Joint1","8.1","Joint","1","1",2017,18,94.44444444
"1136","Azola_sp","Joint1","8.2","Joint","1","1",2017,18,0
"1137","Azola_sp","Joint1","8.3","Joint","1","1",2017,18,0
"1138","Azola_sp","Joint1","8.1","Joint","1","1",2017,20,88.88888889
"1139","Azola_sp","Joint1","8.2","Joint","1","1",2017,20,2.777777778
"1140","Azola_sp","Joint1","8.3","Joint","1","1",2017,20,0
"1141","Azola_sp","Joint2","2.1","Joint","1","1",2017,-1,0
"1142","Azola_sp","Joint2","2.2","Joint","1","1",2017,-1,0
"1143","Azola_sp","Joint2","2.3","Joint","1","1",2017,-1,0
"1144","Azola_sp","Joint2","2.1","Joint","1","1",2017,1,0
"1145","Azola_sp","Joint2","2.2","Joint","1","1",2017,1,0
"1146","Azola_sp","Joint2","2.3","Joint","1","1",2017,1,0
"1147","Azola_sp","Joint2","2.1","Joint","1","1",2017,2,0
"1148","Azola_sp","Joint2","2.2","Joint","1","1",2017,2,0
"1149","Azola_sp","Joint2","2.3","Joint","1","1",2017,2,0
"1150","Azola_sp","Joint2","2.1","Joint","1","1",2017,4,0
"1151","Azola_sp","Joint2","2.2","Joint","1","1",2017,4,0
"1152","Azola_sp","Joint2","2.3","Joint","1","1",2017,4,0
"1153","Azola_sp","Joint2","2.1","Joint","1","1",2017,6,0
"1154","Azola_sp","Joint2","2.2","Joint","1","1",2017,6,0
"1155","Azola_sp","Joint2","2.3","Joint","1","1",2017,6,0
"1156","Azola_sp","Joint2","2.1","Joint","1","1",2017,8,0
"1157","Azola_sp","Joint2","2.2","Joint","1","1",2017,8,0
"1158","Azola_sp","Joint2","2.3","Joint","1","1",2017,8,0
"1159","Azola_sp","Joint2","2.1","Joint","1","1",2017,10,0
"1160","Azola_sp","Joint2","2.2","Joint","1","1",2017,10,0
"1161","Azola_sp","Joint2","2.3","Joint","1","1",2017,10,0
"1162","Azola_sp","Joint2","2.1","Joint","1","1",2017,12,0
"1163","Azola_sp","Joint2","2.2","Joint","1","1",2017,12,0
"1164","Azola_sp","Joint2","2.3","Joint","1","1",2017,12,0
"1165","Azola_sp","Joint2","2.1","Joint","1","1",2017,14,0
"1166","Azola_sp","Joint2","2.2","Joint","1","1",2017,14,0
"1167","Azola_sp","Joint2","2.3","Joint","1","1",2017,14,0
"1168","Azola_sp","Joint2","2.1","Joint","1","1",2017,16,0
"1169","Azola_sp","Joint2","2.2","Joint","1","1",2017,16,0
"1170","Azola_sp","Joint2","2.3","Joint","1","1",2017,16,0
"1171","Azola_sp","Joint2","2.1","Joint","1","1",2017,18,0
"1172","Azola_sp","Joint2","2.2","Joint","1","1",2017,18,0
"1173","Azola_sp","Joint2","2.3","Joint","1","1",2017,18,5.555555556
"1174","Azola_sp","Joint2","2.1","Joint","1","1",2017,20,0
"1175","Azola_sp","Joint2","2.2","Joint","1","1",2017,20,0
"1176","Azola_sp","Joint2","2.3","Joint","1","1",2017,20,13.88888889
"1177","Azola_sp","Pent1","7.1","Pent","1","0",2017,-1,0
"1178","Azola_sp","Pent1","7.2","Pent","1","0",2017,-1,0
"1179","Azola_sp","Pent1","7.3","Pent","1","0",2017,-1,0
"1180","Azola_sp","Pent1","7.1","Pent","1","0",2017,1,0
"1181","Azola_sp","Pent1","7.2","Pent","1","0",2017,1,0
"1182","Azola_sp","Pent1","7.3","Pent","1","0",2017,1,0
"1183","Azola_sp","Pent1","7.1","Pent","1","0",2017,2,0
"1184","Azola_sp","Pent1","7.2","Pent","1","0",2017,2,0
"1185","Azola_sp","Pent1","7.3","Pent","1","0",2017,2,0
"1186","Azola_sp","Pent1","7.1","Pent","1","0",2017,4,0
"1187","Azola_sp","Pent1","7.2","Pent","1","0",2017,4,0
"1188","Azola_sp","Pent1","7.3","Pent","1","0",2017,4,0
"1189","Azola_sp","Pent1","7.1","Pent","1","0",2017,6,0
"1190","Azola_sp","Pent1","7.2","Pent","1","0",2017,6,0
"1191","Azola_sp","Pent1","7.3","Pent","1","0",2017,6,0
"1192","Azola_sp","Pent1","7.1","Pent","1","0",2017,8,0
"1193","Azola_sp","Pent1","7.2","Pent","1","0",2017,8,0
"1194","Azola_sp","Pent1","7.3","Pent","1","0",2017,8,0
"1195","Azola_sp","Pent1","7.1","Pent","1","0",2017,10,0
"1196","Azola_sp","Pent1","7.2","Pent","1","0",2017,10,0
"1197","Azola_sp","Pent1","7.3","Pent","1","0",2017,10,0
"1198","Azola_sp","Pent1","7.1","Pent","1","0",2017,12,0
"1199","Azola_sp","Pent1","7.2","Pent","1","0",2017,12,0
"1200","Azola_sp","Pent1","7.3","Pent","1","0",2017,12,0
"1201","Azola_sp","Pent1","7.1","Pent","1","0",2017,14,0
"1202","Azola_sp","Pent1","7.2","Pent","1","0",2017,14,0
"1203","Azola_sp","Pent1","7.3","Pent","1","0",2017,14,0
"1204","Azola_sp","Pent1","7.1","Pent","1","0",2017,16,0
"1205","Azola_sp","Pent1","7.2","Pent","1","0",2017,16,0
"1206","Azola_sp","Pent1","7.3","Pent","1","0",2017,16,2.777777778
"1207","Azola_sp","Pent1","7.1","Pent","1","0",2017,18,0
"1208","Azola_sp","Pent1","7.2","Pent","1","0",2017,18,0
"1209","Azola_sp","Pent1","7.3","Pent","1","0",2017,18,8.333333333
"1210","Azola_sp","Pent1","7.1","Pent","1","0",2017,20,0
"1211","Azola_sp","Pent1","7.2","Pent","1","0",2017,20,0
"1212","Azola_sp","Pent1","7.3","Pent","1","0",2017,20,13.88888889
"1213","Azola_sp","Pent2","1.1","Pent","1","0",2017,-1,0
"1214","Azola_sp","Pent2","1.2","Pent","1","0",2017,-1,0
"1215","Azola_sp","Pent2","1.3","Pent","1","0",2017,-1,0
"1216","Azola_sp","Pent2","1.1","Pent","1","0",2017,1,0
"1217","Azola_sp","Pent2","1.2","Pent","1","0",2017,1,0
"1218","Azola_sp","Pent2","1.3","Pent","1","0",2017,1,0
"1219","Azola_sp","Pent2","1.1","Pent","1","0",2017,2,0
"1220","Azola_sp","Pent2","1.2","Pent","1","0",2017,2,0
"1221","Azola_sp","Pent2","1.3","Pent","1","0",2017,2,0
"1222","Azola_sp","Pent2","1.1","Pent","1","0",2017,4,0
"1223","Azola_sp","Pent2","1.2","Pent","1","0",2017,4,0
"1224","Azola_sp","Pent2","1.3","Pent","1","0",2017,4,0
"1225","Azola_sp","Pent2","1.1","Pent","1","0",2017,6,0
"1226","Azola_sp","Pent2","1.2","Pent","1","0",2017,6,0
"1227","Azola_sp","Pent2","1.3","Pent","1","0",2017,6,0
"1228","Azola_sp","Pent2","1.1","Pent","1","0",2017,8,0
"1229","Azola_sp","Pent2","1.2","Pent","1","0",2017,8,0
"1230","Azola_sp","Pent2","1.3","Pent","1","0",2017,8,0
"1231","Azola_sp","Pent2","1.1","Pent","1","0",2017,10,0
"1232","Azola_sp","Pent2","1.2","Pent","1","0",2017,10,0
"1233","Azola_sp","Pent2","1.3","Pent","1","0",2017,10,0
"1234","Azola_sp","Pent2","1.1","Pent","1","0",2017,12,0
"1235","Azola_sp","Pent2","1.2","Pent","1","0",2017,12,0
"1236","Azola_sp","Pent2","1.3","Pent","1","0",2017,12,0
"1237","Azola_sp","Pent2","1.1","Pent","1","0",2017,14,0
"1238","Azola_sp","Pent2","1.2","Pent","1","0",2017,14,0
"1239","Azola_sp","Pent2","1.3","Pent","1","0",2017,14,0
"1240","Azola_sp","Pent2","1.1","Pent","1","0",2017,16,0
"1241","Azola_sp","Pent2","1.2","Pent","1","0",2017,16,0
"1242","Azola_sp","Pent2","1.3","Pent","1","0",2017,16,0
"1243","Azola_sp","Pent2","1.1","Pent","1","0",2017,18,0
"1244","Azola_sp","Pent2","1.2","Pent","1","0",2017,18,0
"1245","Azola_sp","Pent2","1.3","Pent","1","0",2017,18,0
"1246","Azola_sp","Pent2","1.1","Pent","1","0",2017,20,0
"1247","Azola_sp","Pent2","1.2","Pent","1","0",2017,20,0
"1248","Azola_sp","Pent2","1.3","Pent","1","0",2017,20,0
"1249","Bidens_sp","Cont1","6.1","Cont","0","0",2017,-1,0
"1250","Bidens_sp","Cont1","6.2","Cont","0","0",2017,-1,0
"1251","Bidens_sp","Cont1","6.3","Cont","0","0",2017,-1,0
"1252","Bidens_sp","Cont1","6.1","Cont","0","0",2017,1,0
"1253","Bidens_sp","Cont1","6.2","Cont","0","0",2017,1,0
"1254","Bidens_sp","Cont1","6.3","Cont","0","0",2017,1,0
"1255","Bidens_sp","Cont1","6.1","Cont","0","0",2017,2,0
"1256","Bidens_sp","Cont1","6.2","Cont","0","0",2017,2,0
"1257","Bidens_sp","Cont1","6.3","Cont","0","0",2017,2,0
"1258","Bidens_sp","Cont1","6.1","Cont","0","0",2017,4,0
"1259","Bidens_sp","Cont1","6.2","Cont","0","0",2017,4,0
"1260","Bidens_sp","Cont1","6.3","Cont","0","0",2017,4,0
"1261","Bidens_sp","Cont1","6.1","Cont","0","0",2017,6,0
"1262","Bidens_sp","Cont1","6.2","Cont","0","0",2017,6,0
"1263","Bidens_sp","Cont1","6.3","Cont","0","0",2017,6,0
"1264","Bidens_sp","Cont1","6.1","Cont","0","0",2017,8,0
"1265","Bidens_sp","Cont1","6.2","Cont","0","0",2017,8,0
"1266","Bidens_sp","Cont1","6.3","Cont","0","0",2017,8,0
"1267","Bidens_sp","Cont1","6.1","Cont","0","0",2017,10,0
"1268","Bidens_sp","Cont1","6.2","Cont","0","0",2017,10,0
"1269","Bidens_sp","Cont1","6.3","Cont","0","0",2017,10,0
"1270","Bidens_sp","Cont1","6.1","Cont","0","0",2017,12,0
"1271","Bidens_sp","Cont1","6.2","Cont","0","0",2017,12,0
"1272","Bidens_sp","Cont1","6.3","Cont","0","0",2017,12,0
"1273","Bidens_sp","Cont1","6.1","Cont","0","0",2017,14,0
"1274","Bidens_sp","Cont1","6.2","Cont","0","0",2017,14,0
"1275","Bidens_sp","Cont1","6.3","Cont","0","0",2017,14,0
"1276","Bidens_sp","Cont1","6.1","Cont","0","0",2017,16,0
"1277","Bidens_sp","Cont1","6.2","Cont","0","0",2017,16,0
"1278","Bidens_sp","Cont1","6.3","Cont","0","0",2017,16,0
"1279","Bidens_sp","Cont1","6.1","Cont","0","0",2017,18,0
"1280","Bidens_sp","Cont1","6.2","Cont","0","0",2017,18,0
"1281","Bidens_sp","Cont1","6.3","Cont","0","0",2017,18,0
"1282","Bidens_sp","Cont1","6.1","Cont","0","0",2017,20,0
"1283","Bidens_sp","Cont1","6.2","Cont","0","0",2017,20,0
"1284","Bidens_sp","Cont1","6.3","Cont","0","0",2017,20,0
"1285","Bidens_sp","Cont2","4.1","Cont","0","0",2017,-1,0
"1286","Bidens_sp","Cont2","4.2","Cont","0","0",2017,-1,0
"1287","Bidens_sp","Cont2","4.3","Cont","0","0",2017,-1,0
"1288","Bidens_sp","Cont2","4.1","Cont","0","0",2017,1,0
"1289","Bidens_sp","Cont2","4.2","Cont","0","0",2017,1,0
"1290","Bidens_sp","Cont2","4.3","Cont","0","0",2017,1,0
"1291","Bidens_sp","Cont2","4.1","Cont","0","0",2017,2,0
"1292","Bidens_sp","Cont2","4.2","Cont","0","0",2017,2,0
"1293","Bidens_sp","Cont2","4.3","Cont","0","0",2017,2,0
"1294","Bidens_sp","Cont2","4.1","Cont","0","0",2017,4,0
"1295","Bidens_sp","Cont2","4.2","Cont","0","0",2017,4,0
"1296","Bidens_sp","Cont2","4.3","Cont","0","0",2017,4,0
"1297","Bidens_sp","Cont2","4.1","Cont","0","0",2017,6,0
"1298","Bidens_sp","Cont2","4.2","Cont","0","0",2017,6,0
"1299","Bidens_sp","Cont2","4.3","Cont","0","0",2017,6,0
"1300","Bidens_sp","Cont2","4.1","Cont","0","0",2017,8,0
"1301","Bidens_sp","Cont2","4.2","Cont","0","0",2017,8,0
"1302","Bidens_sp","Cont2","4.3","Cont","0","0",2017,8,0
"1303","Bidens_sp","Cont2","4.1","Cont","0","0",2017,10,0
"1304","Bidens_sp","Cont2","4.2","Cont","0","0",2017,10,0
"1305","Bidens_sp","Cont2","4.3","Cont","0","0",2017,10,0
"1306","Bidens_sp","Cont2","4.1","Cont","0","0",2017,12,0
"1307","Bidens_sp","Cont2","4.2","Cont","0","0",2017,12,0
"1308","Bidens_sp","Cont2","4.3","Cont","0","0",2017,12,0
"1309","Bidens_sp","Cont2","4.1","Cont","0","0",2017,14,0
"1310","Bidens_sp","Cont2","4.2","Cont","0","0",2017,14,0
"1311","Bidens_sp","Cont2","4.3","Cont","0","0",2017,14,0
"1312","Bidens_sp","Cont2","4.1","Cont","0","0",2017,16,0
"1313","Bidens_sp","Cont2","4.2","Cont","0","0",2017,16,0
"1314","Bidens_sp","Cont2","4.3","Cont","0","0",2017,16,0
"1315","Bidens_sp","Cont2","4.1","Cont","0","0",2017,18,0
"1316","Bidens_sp","Cont2","4.2","Cont","0","0",2017,18,0
"1317","Bidens_sp","Cont2","4.3","Cont","0","0",2017,18,0
"1318","Bidens_sp","Cont2","4.1","Cont","0","0",2017,20,0
"1319","Bidens_sp","Cont2","4.2","Cont","0","0",2017,20,0
"1320","Bidens_sp","Cont2","4.3","Cont","0","0",2017,20,0
"1321","Bidens_sp","Fipro1","5.1","Fipro","0","1",2017,-1,0
"1322","Bidens_sp","Fipro1","5.2","Fipro","0","1",2017,-1,0
"1323","Bidens_sp","Fipro1","5.3","Fipro","0","1",2017,-1,0
"1324","Bidens_sp","Fipro1","5.1","Fipro","0","1",2017,1,0
"1325","Bidens_sp","Fipro1","5.2","Fipro","0","1",2017,1,2.777777778
"1326","Bidens_sp","Fipro1","5.3","Fipro","0","1",2017,1,0
"1327","Bidens_sp","Fipro1","5.1","Fipro","0","1",2017,2,0
"1328","Bidens_sp","Fipro1","5.2","Fipro","0","1",2017,2,2.777777778
"1329","Bidens_sp","Fipro1","5.3","Fipro","0","1",2017,2,0
"1330","Bidens_sp","Fipro1","5.1","Fipro","0","1",2017,4,0
"1331","Bidens_sp","Fipro1","5.2","Fipro","0","1",2017,4,5.555555556
"1332","Bidens_sp","Fipro1","5.3","Fipro","0","1",2017,4,0
"1333","Bidens_sp","Fipro1","5.1","Fipro","0","1",2017,6,0
"1334","Bidens_sp","Fipro1","5.2","Fipro","0","1",2017,6,2.777777778
"1335","Bidens_sp","Fipro1","5.3","Fipro","0","1",2017,6,0
"1336","Bidens_sp","Fipro1","5.1","Fipro","0","1",2017,8,0
"1337","Bidens_sp","Fipro1","5.2","Fipro","0","1",2017,8,5.555555556
"1338","Bidens_sp","Fipro1","5.3","Fipro","0","1",2017,8,0
"1339","Bidens_sp","Fipro1","5.1","Fipro","0","1",2017,10,0
"1340","Bidens_sp","Fipro1","5.2","Fipro","0","1",2017,10,11.11111111
